T2M,PRECTOTCORR,WS2M,PS,RH2M,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT
22.59,0.09,1.82,94.93,89.56,85.45,10.73,0.2,1.0,160.75
24.07,0.13,1.89,94.93,83.88,136.8,17.52,0.46,2.38,249.38
25.41,0.17,1.74,94.89,78.25,144.77,19.22,0.61,3.08,320.5
26.04,0.22,1.49,94.84,75.31,172.35,22.66,0.76,3.75,362.98
26.33,0.24,1.26,94.77,74.06,192.6,26.22,0.91,4.52,387.33
26.48,0.23,1.12,94.7,73.25,189.77,25.98,0.86,4.25,362.65
26.64,0.21,1.08,94.63,72.94,190.23,24.76,0.73,3.85,307.4
26.5,0.21,1.15,94.59,73.62,135.52,17.36,0.41,2.08,225.38
25.86,0.22,1.08,94.59,78.06,82.33,10.2,0.16,0.77,131.12
24.96,0.24,0.88,94.62,83.94,22.67,2.93,0.02,0.08,43.92
22.09,0.54,1.09,94.84,95.88,36.77,4.66,0.05,0.23,78.35
22.93,0.55,0.98,94.89,93.19,84.3,11.11,0.22,1.05,173.48
24.07,0.56,0.44,94.91,88.19,125.8,16.8,0.45,2.35,264.17
25.46,0.53,0.51,94.89,81.25,208.45,27.2,0.85,4.3,334.38
26.44,0.43,1.05,94.84,76.12,218.92,28.86,0.97,4.83,376.3
26.99,0.31,1.25,94.77,73.44,258.33,33.46,1.13,5.73,383.85
27.3,0.21,1.21,94.7,72.12,269.62,34.27,1.1,5.52,355.58
27.24,0.15,1.09,94.65,72.5,235.52,29.19,0.83,4.27,298.4
27.0,0.11,0.98,94.62,74.06,199.38,23.56,0.51,2.52,217.3
26.69,0.08,0.73,94.61,77.88,122.65,13.84,0.2,0.95,125.45
25.98,0.08,0.58,94.63,78.88,40.02,4.7,0.02,0.1,41.95
22.74,0.1,0.97,94.89,94.06,50.08,6.04,0.05,0.27,82.23
24.11,0.11,0.81,94.94,88.94,95.27,12.04,0.23,1.15,180.62
25.57,0.12,0.35,94.95,81.56,159.88,21.04,0.56,2.92,275.1
26.91,0.13,0.1,94.93,74.25,187.0,25.5,0.81,4.08,346.83
27.8,0.13,0.13,94.86,69.62,222.45,30.17,1.04,5.17,389.55
28.33,0.14,0.14,94.79,66.88,287.33,39.23,1.38,7.0,409.9
28.64,0.15,0.12,94.71,65.19,327.0,43.48,1.44,7.42,387.58
28.73,0.15,0.19,94.64,64.44,297.7,38.51,1.12,5.75,334.12
28.54,0.16,0.18,94.6,64.75,230.12,28.76,0.66,3.25,254.35
28.11,0.14,0.18,94.62,66.38,151.67,17.42,0.25,1.25,153.08
27.23,0.14,0.44,94.65,72.56,53.42,5.96,0.03,0.15,56.45
21.51,0.86,1.06,94.75,98.12,9.25,1.24,0.01,0.02,12.95
22.47,0.59,1.76,94.84,95.94,53.58,6.9,0.07,0.33,94.27
23.38,0.31,2.14,94.88,92.81,124.05,16.51,0.33,1.6,198.45
24.51,0.16,2.07,94.91,87.88,188.7,25.57,0.7,3.65,292.92
25.83,0.1,1.67,94.89,80.44,249.2,33.84,1.09,5.48,363.42
26.8,0.08,1.23,94.84,74.31,309.4,42.13,1.46,7.33,405.25
27.36,0.1,0.99,94.75,70.94,307.92,40.77,1.44,7.35,402.08
27.65,0.11,0.85,94.67,70.0,306.9,40.41,1.34,6.77,377.95
27.44,0.1,0.91,94.6,71.0,261.48,34.2,1.02,5.33,323.48
27.01,0.1,1.05,94.55,73.56,210.23,25.95,0.59,2.98,243.17
26.39,0.09,1.08,94.55,77.62,136.23,15.75,0.23,1.15,145.88
25.58,0.07,0.85,94.57,83.69,47.55,5.45,0.03,0.15,51.12
21.6,0.04,0.89,94.8,98.0,11.83,1.48,0.01,0.02,12.02
22.86,0.04,1.62,94.88,93.38,62.95,7.73,0.08,0.38,87.2
24.08,0.04,1.95,94.93,88.19,139.45,17.43,0.34,1.62,187.67
25.55,0.06,1.77,94.93,81.88,197.02,25.93,0.7,3.62,281.7
26.94,0.06,1.46,94.89,75.44,221.0,30.17,0.97,4.88,352.55
27.8,0.06,1.36,94.82,70.94,282.77,38.15,1.32,6.7,394.27
28.38,0.06,1.42,94.73,68.25,294.88,39.73,1.4,7.17,404.17
28.65,0.06,1.48,94.64,67.06,308.2,40.84,1.37,7.02,381.75
28.58,0.05,1.55,94.58,67.56,274.8,35.45,1.05,5.42,327.17
28.14,0.05,1.53,94.55,69.06,200.4,25.01,0.59,2.92,246.15
27.55,0.05,1.32,94.55,72.38,130.75,15.38,0.23,1.15,148.75
26.71,0.04,0.9,94.56,78.38,49.4,5.66,0.03,0.15,53.15
22.65,0.12,1.36,94.82,93.88,60.35,7.24,0.07,0.35,83.33
23.96,0.12,1.48,94.86,89.12,105.5,13.47,0.27,1.3,182.2
25.28,0.12,1.33,94.88,83.19,170.23,22.31,0.6,3.17,275.45
26.65,0.09,1.07,94.87,76.19,235.42,31.02,0.99,5.02,345.42
27.55,0.07,0.98,94.82,71.5,301.25,39.69,1.37,6.95,385.58
28.21,0.06,1.05,94.74,68.12,265.23,33.62,1.16,5.98,374.05
28.37,0.05,1.23,94.65,67.31,250.0,31.33,1.04,5.2,348.15
27.79,0.05,1.56,94.59,69.94,184.35,23.47,0.7,3.62,291.55
27.01,0.05,1.88,94.56,74.12,158.08,18.71,0.44,2.2,211.95
26.08,0.05,1.96,94.56,79.44,100.73,11.53,0.18,0.88,121.75
24.98,0.05,1.68,94.59,86.38,31.95,3.84,0.02,0.1,41.15
21.4,0.01,1.41,94.72,96.5,9.38,1.17,0.01,0.02,10.35
22.47,0.02,2.1,94.78,92.62,51.35,6.35,0.06,0.3,74.45
23.7,0.02,2.61,94.84,87.62,98.12,12.42,0.24,1.2,169.4
24.94,0.03,2.83,94.87,81.88,144.1,19.02,0.52,2.73,260.33
26.09,0.04,2.98,94.84,77.62,229.85,29.51,0.95,4.8,330.45
26.85,0.05,3.09,94.78,74.62,224.48,29.54,1.03,5.17,371.8
27.12,0.05,3.09,94.74,74.0,225.27,28.52,1.0,5.08,362.75
27.01,0.06,3.08,94.68,75.06,220.95,27.44,0.91,4.5,332.42
26.41,0.07,2.98,94.63,78.06,173.75,21.2,0.62,3.3,271.25
25.78,0.06,2.93,94.6,81.69,156.62,18.0,0.42,2.2,190.88
25.15,0.06,2.8,94.6,85.31,100.5,11.14,0.17,0.85,104.58
24.25,0.06,2.4,94.63,90.38,33.55,3.86,0.02,0.1,35.8
21.68,0.05,1.18,94.89,94.5,36.8,4.27,0.04,0.2,55.77
22.33,0.06,1.71,94.98,91.69,82.75,9.84,0.19,0.95,131.83
23.09,0.06,2.13,95.01,88.56,124.52,14.9,0.39,2.08,211.4
24.01,0.05,2.44,94.98,84.06,138.35,16.62,0.52,2.58,270.5
24.73,0.05,2.65,94.9,79.75,181.8,21.8,0.72,3.62,309.9
25.31,0.07,2.77,94.82,77.19,182.1,21.83,0.73,3.7,322.62
25.71,0.08,2.8,94.74,75.62,161.23,19.74,0.64,3.17,306.7
25.87,0.08,2.79,94.68,75.31,130.17,16.27,0.48,2.52,261.25
25.62,0.09,2.71,94.64,75.81,113.55,13.87,0.33,1.7,191.77
25.09,0.08,2.45,94.63,77.75,83.65,10.02,0.16,0.77,111.83
24.12,0.07,1.64,94.66,84.12,29.92,3.57,0.02,0.1,39.55
21.83,0.01,1.42,94.85,92.88,39.42,5.39,0.05,0.25,82.33
23.23,0.01,1.63,94.88,86.88,101.88,13.82,0.27,1.33,184.58
24.69,0.02,1.61,94.89,80.75,162.33,22.12,0.59,3.1,280.33
25.83,0.02,1.44,94.85,76.25,231.25,31.53,1.0,5.0,352.95
26.53,0.02,1.22,94.79,72.81,263.75,35.69,1.23,6.2,395.45
26.96,0.03,1.11,94.72,70.19,287.88,37.84,1.3,6.73,391.35
27.05,0.03,1.01,94.66,68.88,299.75,39.3,1.28,6.5,367.65
26.89,0.02,1.0,94.6,68.62,256.1,32.78,0.95,4.92,313.77
26.65,0.03,0.96,94.56,69.12,200.4,24.93,0.57,2.88,235.3
26.26,0.03,0.86,94.54,71.31,133.25,15.69,0.23,1.15,142.05
25.59,0.02,0.64,94.57,77.31,45.45,5.41,0.03,0.15,49.95
22.47,0.01,1.77,94.83,91.69,51.67,6.18,0.05,0.27,78.9
23.98,0.02,1.97,94.88,84.44,117.27,14.65,0.27,1.35,174.73
25.44,0.03,1.72,94.88,77.62,162.12,21.1,0.55,2.88,265.98
26.52,0.03,1.52,94.85,72.94,159.88,21.79,0.69,3.45,336.25
27.3,0.03,1.41,94.79,70.12,185.75,25.16,0.86,4.27,376.25
27.83,0.04,1.36,94.72,68.19,238.02,33.58,1.21,6.08,415.75
28.06,0.04,1.35,94.65,67.0,292.12,39.94,1.33,6.8,390.9
27.99,0.04,1.4,94.57,66.94,262.17,34.6,1.02,5.3,336.0
27.69,0.03,1.51,94.53,68.0,197.8,25.27,0.59,2.98,254.7
26.98,0.03,1.54,94.52,71.31,114.67,14.16,0.22,1.08,155.4
25.84,0.03,1.24,94.56,78.94,40.15,4.93,0.03,0.12,56.15
20.97,0.01,0.87,94.71,97.94,9.77,1.26,0.01,0.02,11.08
22.3,0.01,1.73,94.77,92.25,43.6,5.51,0.05,0.27,82.77
23.8,0.01,2.27,94.81,84.81,109.85,13.7,0.27,1.3,180.42
25.24,0.02,2.26,94.81,78.31,202.02,25.8,0.68,3.5,273.08
26.45,0.03,2.16,94.79,74.06,222.38,29.38,0.95,4.85,344.52
27.3,0.03,2.11,94.73,71.19,269.12,36.03,1.27,6.35,387.9
27.75,0.03,2.18,94.64,68.94,290.58,38.15,1.37,7.0,395.38
27.51,0.04,2.21,94.54,69.12,289.27,37.7,1.28,6.42,371.4
26.75,0.04,2.2,94.49,72.81,282.2,35.48,1.05,5.45,316.45
25.98,0.04,2.14,94.47,77.56,204.35,24.89,0.59,2.92,235.7
25.28,0.05,1.97,94.48,82.81,129.62,14.96,0.23,1.12,139.95
24.49,0.04,1.56,94.54,89.0,42.4,5.04,0.03,0.15,48.48
21.99,0.19,1.8,94.79,94.38,23.98,3.17,0.03,0.17,82.83
23.09,0.28,2.69,94.81,90.44,140.4,16.9,0.32,1.6,181.85
24.49,0.35,2.79,94.82,83.94,110.98,15.48,0.44,2.33,276.33
25.69,0.4,2.39,94.83,78.19,163.88,22.89,0.76,3.83,348.38
26.38,0.43,2.03,94.81,74.44,198.38,27.29,0.98,4.95,391.45
26.26,0.48,2.0,94.72,74.44,246.25,32.27,1.18,6.0,390.92
25.89,0.45,1.95,94.63,77.31,261.23,33.89,1.16,5.92,365.45
25.49,0.42,1.76,94.58,80.75,232.23,29.27,0.89,4.65,309.62
25.07,0.43,1.71,94.58,84.31,202.1,24.18,0.57,2.88,228.73
24.44,0.46,1.61,94.59,89.0,131.48,14.91,0.23,1.15,134.85
23.62,0.43,1.29,94.62,93.5,41.33,4.88,0.03,0.15,46.08
21.69,0.26,1.5,94.87,95.81,42.4,5.14,0.05,0.25,72.8
22.78,0.22,2.03,94.88,93.0,133.02,15.66,0.3,1.45,166.45
24.08,0.18,2.24,94.86,87.62,212.3,26.16,0.69,3.55,257.9
25.43,0.19,2.26,94.82,80.56,196.33,25.48,0.84,4.23,330.75
26.37,0.22,2.22,94.75,75.81,204.0,27.38,0.97,4.88,374.35
26.96,0.27,2.19,94.68,73.31,221.55,29.41,1.06,5.4,385.73
27.22,0.33,2.23,94.61,72.31,206.1,27.34,0.95,4.7,363.6
27.08,0.38,2.33,94.56,73.0,216.77,28.02,0.86,4.55,309.8
26.4,0.38,2.23,94.53,76.94,144.67,18.45,0.47,2.42,228.12
25.41,0.38,1.98,94.55,83.44,86.67,10.62,0.18,0.88,133.55
24.28,0.38,1.58,94.6,90.69,29.65,3.7,0.02,0.12,46.3
21.4,0.28,1.71,94.79,95.94,33.95,4.12,0.04,0.2,67.02
22.16,0.36,1.87,94.82,94.12,76.62,9.98,0.2,0.95,158.83
22.88,0.43,2.14,94.82,91.31,106.4,14.16,0.38,2.0,249.17
23.62,0.35,2.2,94.8,87.94,148.73,19.67,0.62,3.12,320.55
24.23,0.27,2.14,94.78,84.31,195.42,25.61,0.87,4.33,362.02
24.69,0.15,2.1,94.72,81.12,225.9,29.28,1.02,5.15,368.38
24.74,0.09,2.0,94.66,80.56,207.58,26.63,0.89,4.4,339.23
24.68,0.07,1.88,94.6,80.56,179.05,22.97,0.69,3.6,290.75
24.46,0.06,1.73,94.56,81.44,130.25,16.75,0.41,2.12,216.3
24.01,0.09,1.56,94.54,84.44,84.52,10.58,0.17,0.85,128.42
23.23,0.1,0.98,94.56,90.44,26.23,3.38,0.02,0.1,45.23
20.9,0.09,1.85,94.85,94.75,30.27,3.79,0.03,0.17,69.98
21.61,0.08,2.23,94.9,91.25,73.45,9.47,0.18,0.9,162.42
22.5,0.07,2.52,94.92,86.62,116.52,15.34,0.41,2.1,252.55
23.61,0.1,2.65,94.88,81.31,143.5,19.09,0.59,3.0,323.83
24.6,0.13,2.73,94.82,77.0,143.67,19.66,0.68,3.4,366.33
25.21,0.14,2.79,94.74,74.56,162.62,21.63,0.75,3.75,376.75
25.49,0.17,2.86,94.66,72.81,173.65,22.73,0.75,3.73,351.08
25.45,0.18,2.83,94.59,72.62,162.92,20.98,0.63,3.27,292.75
25.04,0.24,2.68,94.53,74.88,124.73,15.57,0.38,1.9,210.92
24.3,0.25,2.42,94.51,79.75,61.48,7.72,0.12,0.6,119.02
23.19,0.21,1.77,94.53,87.19,18.45,2.41,0.02,0.08,40.5
20.61,0.03,1.17,94.77,92.62,49.33,5.84,0.05,0.25,72.35
21.45,0.02,1.25,94.81,88.94,112.23,14.02,0.27,1.3,168.12
22.89,0.02,1.29,94.81,82.62,171.88,21.88,0.58,3.02,261.05
24.73,0.03,1.39,94.78,73.0,243.05,30.98,0.97,4.88,334.2
26.18,0.05,1.42,94.72,65.38,236.08,31.25,1.08,5.38,379.38
26.9,0.09,1.42,94.64,62.69,214.05,25.22,0.86,4.33,341.55
26.88,0.11,1.37,94.57,62.12,223.7,26.46,0.85,4.23,320.58
26.27,0.16,1.27,94.52,64.31,201.92,23.23,0.66,3.45,265.67
25.57,0.15,1.19,94.49,69.0,172.45,19.21,0.43,2.17,191.12
25.07,0.15,0.99,94.47,74.69,100.85,11.05,0.16,0.8,106.0
24.07,0.15,0.91,94.48,79.81,35.15,4.06,0.02,0.1,36.25
21.74,0.03,1.23,94.68,93.75,48.17,5.8,0.05,0.25,66.58
23.05,0.03,1.68,94.73,88.44,108.88,13.4,0.24,1.2,157.83
24.55,0.04,1.75,94.72,81.19,173.67,21.57,0.55,2.85,250.55
25.66,0.06,1.78,94.69,75.31,225.33,28.4,0.86,4.3,324.48
25.98,0.06,1.79,94.64,72.44,248.33,31.7,1.05,5.23,369.42
25.97,0.05,1.86,94.57,71.62,243.45,28.37,0.93,4.67,338.8
25.94,0.05,1.85,94.49,71.81,240.35,28.16,0.88,4.4,319.67
26.05,0.05,1.77,94.45,72.06,200.6,23.2,0.65,3.35,267.25
26.04,0.05,1.77,94.42,72.81,141.77,16.24,0.37,1.88,191.05
25.4,0.06,1.65,94.42,76.75,87.85,9.84,0.15,0.7,105.23
24.33,0.06,1.16,94.44,84.75,29.17,3.38,0.02,0.08,36.23
21.87,0.02,1.49,94.66,92.56,54.3,6.29,0.05,0.27,62.0
23.38,0.03,1.93,94.7,86.31,119.45,13.85,0.24,1.2,146.02
24.73,0.03,2.03,94.71,79.5,191.58,22.96,0.56,2.88,236.83
25.83,0.04,2.02,94.66,74.75,273.98,32.89,1.01,5.08,313.52
26.51,0.05,2.05,94.59,72.38,228.42,28.96,0.98,4.92,361.48
26.65,0.06,2.09,94.51,72.38,192.4,23.79,0.82,4.12,353.25
26.54,0.06,2.16,94.44,73.56,176.92,21.88,0.73,3.6,331.85
26.12,0.07,2.26,94.38,76.06,155.1,19.16,0.56,2.9,281.42
25.5,0.07,2.31,94.36,79.69,115.15,13.91,0.34,1.73,205.45
24.76,0.07,2.19,94.38,84.31,81.77,9.64,0.15,0.73,116.67
23.86,0.05,1.73,94.41,90.06,24.42,3.02,0.02,0.08,40.0
21.11,0.01,1.2,94.75,94.0,49.55,6.04,0.05,0.27,69.15
22.09,0.01,1.3,94.82,89.44,89.45,11.26,0.21,1.05,164.5
23.26,0.02,1.52,94.84,84.0,146.5,18.96,0.5,2.6,258.7
24.4,0.03,1.67,94.81,79.19,172.67,22.89,0.73,3.62,331.27
25.48,0.04,1.85,94.76,74.81,187.38,25.09,0.87,4.33,375.98
26.29,0.04,1.9,94.67,71.31,201.2,27.18,0.97,4.88,391.25
26.63,0.04,1.87,94.59,69.31,185.48,25.12,0.85,4.25,368.2
26.76,0.04,1.82,94.52,68.38,155.35,20.55,0.62,3.23,313.1
26.44,0.04,1.75,94.48,69.5,137.7,17.45,0.42,2.17,231.55
25.93,0.04,1.55,94.49,72.31,91.83,11.2,0.18,0.88,135.35
25.02,0.04,1.02,94.52,79.19,35.98,4.34,0.02,0.12,46.73
21.73,0.03,1.23,94.8,94.19,38.27,4.72,0.04,0.2,74.52
22.7,0.03,1.47,94.84,89.62,108.02,13.48,0.25,1.23,171.23
23.86,0.04,1.42,94.85,83.75,185.65,23.74,0.6,3.1,265.12
24.76,0.06,1.27,94.82,79.31,251.12,32.45,0.98,4.95,337.17
25.14,0.08,1.36,94.77,77.31,253.65,33.57,1.13,5.65,382.15
25.38,0.08,1.55,94.71,76.62,264.1,34.61,1.2,6.08,394.3
25.51,0.08,1.68,94.63,76.56,241.65,31.64,1.04,5.2,371.38
25.3,0.07,1.68,94.58,77.62,171.65,23.62,0.71,3.65,315.3
24.97,0.07,1.55,94.56,79.69,124.8,16.6,0.4,2.05,232.73
24.46,0.1,1.32,94.57,83.19,79.25,10.29,0.16,0.8,135.85
23.69,0.12,0.82,94.6,89.25,32.6,4.08,0.02,0.12,46.17
21.74,0.18,0.87,94.78,95.94,43.6,5.5,0.05,0.25,74.17
22.68,0.09,0.65,94.81,93.75,106.65,13.27,0.25,1.25,170.17
23.98,0.05,0.24,94.8,87.25,150.0,19.76,0.53,2.75,261.35
25.09,0.03,0.49,94.76,80.19,211.08,27.31,0.88,4.38,332.4
25.76,0.03,0.66,94.69,76.31,247.77,32.27,1.11,5.6,374.2
26.31,0.03,0.74,94.61,73.69,332.98,46.7,1.69,8.8,432.73
26.64,0.04,0.84,94.53,71.81,328.58,45.59,1.57,8.1,410.23
26.61,0.06,0.98,94.47,71.44,297.5,40.12,1.22,6.33,355.83
26.36,0.07,1.12,94.46,73.12,197.27,26.5,0.66,3.4,273.9
25.71,0.07,1.18,94.47,77.38,113.3,15.01,0.25,1.23,171.85
24.8,0.06,0.96,94.51,84.56,43.25,5.61,0.03,0.17,64.75
21.82,0.04,1.54,94.74,95.0,32.5,4.2,0.04,0.2,76.1
22.58,0.04,1.92,94.79,91.69,138.7,16.33,0.3,1.5,171.38
23.72,0.04,2.1,94.8,86.19,240.2,29.22,0.75,3.85,264.88
24.96,0.05,2.05,94.76,80.31,209.45,27.11,0.88,4.4,337.83
26.03,0.05,1.98,94.69,75.62,270.55,35.53,1.23,6.25,381.42
26.69,0.07,1.91,94.61,72.25,290.8,34.87,1.18,6.17,356.58
27.0,0.06,1.86,94.53,70.31,271.15,32.41,1.05,5.4,336.27
26.98,0.06,1.86,94.46,70.19,181.27,22.09,0.65,3.38,284.42
26.49,0.05,1.81,94.43,72.56,131.52,15.43,0.38,1.92,210.6
25.81,0.04,1.68,94.44,76.44,109.33,12.02,0.19,0.92,121.75
24.9,0.04,1.26,94.48,82.81,38.8,4.47,0.02,0.12,41.55
21.96,0.03,1.54,94.76,92.81,38.02,4.82,0.05,0.23,74.25
23.3,0.03,2.07,94.79,86.75,96.83,11.98,0.23,1.12,170.48
24.65,0.04,2.09,94.8,80.56,158.05,19.86,0.52,2.67,262.23
25.66,0.05,1.99,94.78,76.0,215.95,28.09,0.88,4.4,335.83
26.27,0.05,1.85,94.72,73.0,227.3,29.54,1.03,5.12,380.4
26.45,0.06,1.64,94.63,71.88,209.98,26.76,0.95,4.75,378.0
26.3,0.06,1.37,94.56,72.69,206.55,26.63,0.89,4.4,354.65
25.86,0.06,1.09,94.52,75.38,155.83,19.77,0.59,3.05,299.73
25.2,0.06,0.88,94.5,79.69,135.8,16.56,0.4,2.02,219.85
24.51,0.05,0.73,94.51,84.75,80.08,9.54,0.16,0.75,126.15
23.83,0.04,0.57,94.53,89.69,27.23,3.37,0.02,0.1,42.62
21.73,0.04,1.56,94.77,94.69,18.12,2.16,0.02,0.1,66.55
22.29,0.05,1.95,94.84,92.38,61.4,8.02,0.16,0.77,158.42
23.43,0.05,2.3,94.85,87.5,118.45,15.55,0.42,2.23,251.75
24.61,0.05,2.21,94.83,81.5,147.38,19.54,0.63,3.15,326.67
25.48,0.07,1.97,94.78,77.12,179.45,24.02,0.84,4.17,372.7
26.05,0.07,1.88,94.7,74.56,256.08,34.48,1.23,6.27,403.45
26.26,0.08,1.96,94.61,73.44,264.88,35.03,1.2,6.02,382.17
26.3,0.09,2.03,94.54,72.88,211.1,28.13,0.86,4.42,327.48
25.87,0.11,1.98,94.51,74.69,165.52,21.56,0.53,2.77,247.23
25.17,0.11,1.76,94.52,78.75,89.1,11.44,0.19,0.92,148.17
24.15,0.12,1.18,94.53,85.75,30.17,3.93,0.02,0.12,52.08
21.5,0.3,1.39,94.71,96.31,38.85,5.09,0.05,0.23,79.35
22.24,0.33,1.66,94.79,94.62,83.17,11.34,0.22,1.1,177.92
22.72,0.3,2.06,94.83,92.75,133.92,18.24,0.49,2.55,271.27
23.01,0.23,2.14,94.79,90.62,174.4,23.64,0.74,3.7,343.42
23.51,0.13,2.04,94.74,87.31,200.42,27.33,0.95,4.7,386.42
24.01,0.07,1.92,94.68,84.0,170.0,23.45,0.84,4.23,395.6
24.46,0.05,1.88,94.61,81.0,169.48,23.2,0.78,3.9,368.67
24.67,0.04,1.88,94.54,79.06,188.77,24.32,0.73,3.75,308.75
24.61,0.03,1.89,94.5,78.81,147.1,18.69,0.45,2.3,225.6
24.28,0.04,1.83,94.47,80.56,79.05,10.01,0.16,0.77,131.62
23.58,0.04,1.45,94.5,85.69,30.27,3.78,0.02,0.1,45.23
20.86,0.02,1.21,94.72,95.5,34.6,4.34,0.04,0.2,66.1
21.57,0.01,1.48,94.78,93.12,86.75,11.1,0.21,1.05,155.65
22.33,0.02,1.71,94.81,89.19,147.42,18.86,0.5,2.62,245.62
23.11,0.03,1.82,94.81,84.88,180.48,23.57,0.75,3.73,321.38
23.69,0.05,1.85,94.76,81.62,203.48,26.63,0.92,4.6,368.4
24.05,0.06,1.84,94.69,79.44,205.1,26.65,0.95,4.83,377.35
24.18,0.06,1.78,94.62,78.38,221.58,28.8,0.97,4.88,355.88
24.07,0.05,1.65,94.57,78.75,206.1,25.9,0.78,4.02,303.2
23.77,0.06,1.52,94.54,80.5,162.98,20.04,0.48,2.5,225.3
23.36,0.06,1.33,94.53,83.69,90.6,11.19,0.18,0.9,131.1
22.79,0.06,0.95,94.54,89.19,32.35,3.9,0.02,0.12,44.98
21.32,0.17,2.0,94.68,94.94,31.73,4.05,0.04,0.17,67.2
22.44,0.16,2.55,94.74,90.38,84.83,10.64,0.2,1.0,158.3
23.44,0.22,2.85,94.76,84.44,236.38,28.03,0.69,3.5,247.8
24.53,0.31,2.95,94.73,78.44,305.12,37.51,1.12,5.73,323.6
25.48,0.35,2.98,94.66,73.81,212.08,27.21,0.94,4.7,370.15
26.09,0.43,2.98,94.57,71.56,236.62,30.04,1.05,5.35,379.6
26.16,0.4,2.91,94.49,71.69,218.73,27.63,0.92,4.6,353.6
26.05,0.44,2.88,94.44,72.81,209.35,25.75,0.77,3.95,297.38
25.7,0.46,2.75,94.41,75.25,173.12,20.52,0.48,2.42,215.58
24.92,0.45,2.53,94.43,80.0,101.33,11.8,0.18,0.9,122.05
23.69,0.53,1.97,94.47,87.94,29.05,3.54,0.02,0.1,41.15
20.76,0.14,1.48,94.72,95.69,20.33,2.45,0.02,0.1,55.83
21.69,0.11,1.87,94.78,93.5,61.02,7.31,0.14,0.67,137.42
22.59,0.06,2.16,94.8,89.75,84.88,10.78,0.28,1.48,225.67
23.58,0.03,2.29,94.78,84.88,98.85,12.78,0.41,2.02,300.6
24.55,0.02,2.33,94.73,79.88,78.42,10.33,0.34,1.73,348.62
25.14,0.02,2.31,94.66,76.31,150.85,19.31,0.65,3.35,364.2
25.38,0.02,2.27,94.58,74.5,139.45,18.06,0.6,3.0,342.9
25.38,0.03,2.2,94.51,74.31,133.2,16.96,0.51,2.6,287.3
25.12,0.03,2.1,94.47,75.38,95.0,12.05,0.3,1.5,207.33
24.61,0.02,1.88,94.46,78.12,62.83,7.62,0.12,0.6,115.75
23.71,0.02,1.24,94.48,85.06,17.73,2.23,0.02,0.05,39.5
21.1,0.06,1.57,94.74,93.69,36.58,4.46,0.04,0.17,66.52
22.4,0.07,1.92,94.8,88.19,92.85,11.47,0.2,1.0,158.77
23.73,0.09,1.94,94.83,82.31,149.1,18.84,0.47,2.4,251.05
24.91,0.12,1.96,94.81,77.38,211.05,26.77,0.8,4.02,328.17
25.6,0.12,2.01,94.76,74.5,247.6,31.71,1.04,5.17,374.65
26.08,0.15,2.05,94.7,72.81,222.02,27.28,0.92,4.62,368.27
26.19,0.15,2.13,94.63,71.94,218.23,26.8,0.86,4.3,347.98
26.12,0.14,2.14,94.57,71.88,198.9,24.15,0.68,3.48,294.45
25.88,0.16,2.11,94.53,72.69,144.0,17.1,0.38,1.92,215.08
25.4,0.16,1.95,94.52,74.69,104.83,11.95,0.17,0.85,123.85
24.37,0.17,1.35,94.54,81.31,34.88,4.17,0.02,0.1,41.88
21.28,0.05,1.47,94.78,94.44,44.7,5.41,0.05,0.23,71.0
22.51,0.08,1.82,94.83,89.62,116.52,13.99,0.25,1.25,167.27
24.08,0.12,1.88,94.84,82.69,169.95,21.29,0.54,2.77,260.17
25.55,0.15,1.89,94.81,76.19,214.0,27.36,0.84,4.23,334.33
26.51,0.18,1.92,94.76,72.44,232.08,29.82,1.02,5.05,380.55
27.05,0.18,2.01,94.68,70.31,248.6,33.89,1.2,6.1,415.6
27.22,0.21,2.11,94.6,69.31,260.15,35.29,1.19,5.95,392.88
27.18,0.27,2.15,94.53,69.25,211.5,28.72,0.85,4.38,337.67
26.87,0.31,2.06,94.48,70.31,168.25,22.1,0.53,2.67,254.25
26.1,0.29,1.88,94.48,74.56,129.23,15.42,0.23,1.12,155.05
24.94,0.24,1.43,94.5,82.19,51.23,5.99,0.03,0.15,56.75
20.76,0.05,1.66,94.76,95.75,38.92,5.3,0.05,0.25,88.52
21.55,0.06,2.09,94.85,93.19,100.35,13.8,0.27,1.38,195.67
22.87,0.11,2.27,94.88,87.81,167.2,23.05,0.64,3.35,293.62
24.23,0.18,2.29,94.84,81.44,213.67,29.51,0.96,4.8,365.27
25.0,0.21,2.27,94.77,77.81,209.42,29.86,1.07,5.38,409.7
25.26,0.22,2.27,94.68,76.56,181.02,26.05,0.97,4.95,420.9
25.45,0.25,2.24,94.59,76.06,169.05,24.23,0.87,4.3,396.05
25.27,0.25,2.08,94.54,77.19,184.77,25.72,0.8,4.12,336.75
24.8,0.3,1.78,94.51,80.0,140.4,18.87,0.48,2.45,250.73
24.01,0.31,1.3,94.52,85.62,93.58,12.22,0.2,1.0,149.4
23.07,0.33,0.91,94.55,91.81,26.7,3.55,0.02,0.1,53.27
20.76,0.21,1.7,94.71,95.75,36.05,4.77,0.05,0.23,81.8
21.85,0.2,2.24,94.78,92.38,78.88,10.47,0.2,1.0,184.6
23.15,0.24,2.35,94.82,86.69,135.08,18.33,0.49,2.55,283.15
